,poem,prediction
17,poem/things-feel-partial-my-love-things-partial-mikel-his-last-legs-covered,0
18,44354/the-time-of-youth-is-to-be-spent,1
0,poem/modern-love-xxvi,1
1,poem/gitanjali-8,1
2,poem/soldiers-washing-1927,0
3,56879/my-meninas-and-the-moon,0
4,44314/it-couldnt-be-done,1
5,44939/the-nymphs-reply-to-the-shepherd,1
6,144822/god-letter,0
7,57022/aubade-56d23a1827952,0
8,45132/music-when-soft-voices-die-to-,1
9,45382/the-princess-our-enemies-have-falln,0
10,58577/the-love-song-of-mugoo-and-gugoo,0
11,43431/the-idea-of-order-at-key-west,1
12,43063/blue-ridge,0
13,55969/at-the-new-year,0
14,58363/frequently-asked-questions-10,0
15,52689/why-do-i-hate-flarf-so-much,0
16,52354/goes-out-comes-back,0
17,46072/little-elegy-56d225d86da1e,0
18,poem/bridge-poetry-vertigo-audio-only,0
0,poem/sonnet-liberty,1
1,44570/to-robert-browning,1
2,poem/desire-0,0
3,48506/the-spool,0
4,poem/oye-apartment-building-ode,0
5,58203/points-of-contact,0
6,147861/panic-at-john-baldessaris-kiss,0
7,47262/the-bachelors-soliloquy,1
8,58798/ceremony-56d23d7e163ce,0
9,49492/here-rests,0
10,88745/halloween-in-the-anthropocene-2015,0
11,144612/where-did-the-handsome-beloved-go,0
12,44118/a-lecture-upon-the-shadow,0
13,58375/what-is-a-grackle,0
14,poem/his-cheek-map-days-outworn-sonnet-68,1
15,43309/the-mother-56d2220767a02,1
16,52367/yourself,0
17,47176/saying-farewell-at-the-monastery-after-hearing-the-old-master-lecture-on-return-to-the-source,0
18,poem/ode-psyche,1
0,44745/sonnet-12-i-did-but-prompt-the-age-to-quit-their-clogs,1
1,56099/save-the-candor,0
2,poem/modern-love-xxxix,0
3,50642/idea-14-if-he-from-heaven-that-filched-that-living-fire,1
4,151480/marcus-garvey-sits-for-a-bust,0
5,43310/a-song-in-the-front-yard,1
6,45042/they-will-say-56d22461a103c,1
7,51170/odysseus-hears-of-the-death-of-kalypso,0
8,44488/when-i-have-fears-that-i-may-cease-to-be,1
9,54909/apocrypha-56d235d4d1769,0
10,poem/sonnet-cervantes,0
11,poem/torso,0
12,55172/how-we-heard-the-name-56d23671808bc,1
13,poem/face-all-world-sonnet-7,1
14,45988/lines-from-a-plutocratic-poetaster-to-a-ditch-digger,0
15,42841/a-marriage-56d2217b6b5d0,0
16,43845/so-well-go-no-more-a-roving,1
17,52596/cullen-in-the-afterlife,0
18,43925/an-excelente-balade-of-charitie,1
19,poem/ripple-effect,0
0,42934/unholy-sonnet-11,0
1,poem/why-knowing-matisses-woman-hat,0
2,53622/death-and-the-powers-a-robot-pageant,0
3,poem/thirty-lines-about-fro,0
4,44898/an-essay-on-criticism-part-3,1
5,45264/advice-to-the-grub-street-verse-writers,1
6,55257/the-vanishing-point,0
7,38578/illuminated-page,0
8,poem/diminution,0
9,poem/ultra-orator-spell,0
10,poem/kiss-2,0
11,145493/sedition-a-letter-to-the-writer-from-meri-mangakahia,0
12,56018/their-pleas,0
13,54565/kora-in-hell-improvisations-xxii,0
14,poem/man-hoe,1
15,poem/cracked-ice,0
16,poem/ghazal-0,0
17,46719/the-singers,0
18,48190/wash-of-cold-river,0
19,44950/a-barefoot-boy,0
0,poem/poets-towers-god,0
1,48011/pumberly-potts-unpredictable-niece,0
2,44106/holy-sonnets-batter-my-heart-three-persond-god,1
3,45562/to-the-cuckoo,1
4,52761/to-madame-curie,1
5,43292/leda-and-the-swan,1
6,51750/lincoln-56d22fb2f29a5,0
7,56200/topiary,0
8,44035/the-task-book-i-the-sofa,1
9,poem/boihood,0
10,poem/black-mythology,0
11,45667/the-gardener-85,1
12,44117/a-lame-begger,1
13,47348/meg-merrilies,1
14,43583/apollo-musagetes,1
15,poem/skull-song,0
16,43990/the-knights-tomb,0
17,45489/skipper-iresons-ride,1
18,43992/this-lime-tree-bower-my-prison,1
19,57455/in-the-woods-56d23afe7c965,0
0,50599/epitaph-on-a-hare,1
1,45081/the-cremation-of-sam-mcgee,1
2,poem/speak-now-or-forever-hold-your-peace,0
3,41344/over-a-cup-of-coffee,0
4,45936/davis-matlock,1
5,44283/the-steel-glass,0
6,52079/long-island-sound,0
7,poem/eyes-my-regret,0
8,poem/all-yall-really-alabama,0
9,43815/tam-o-shanter,1
10,44876/vision-56d2242245957,0
11,44373/sin-i,1
12,poem/love-too-young-know-what-conscience-sonnet-151,1
13,45896/the-day-is-done,1
14,52141/praise-song-for-the-day,1
15,poem/ever,0
16,poem/julius-caesar-act-i-scene-i-wherefore-rejoice,0
17,57535/poem-written-with-issa-in-my-dream,0
18,45527/lines-composed-a-few-miles-above-tintern-abbey-on-revisiting-the-banks-of-the-wye-during-a-tour-july-13-1798,1
0,43016/the-wreckage,0
1,156047/out-walking,0
2,poem/soldiers-washing-1927,0
3,45914/the-hill-56d225a253602,1
4,poem/painting,0
5,poem/elegy-x-parts-kafka-said-book,1
6,poem/three-friends,0
7,49758/vespers-once-i-believed-in-you,1
8,poem/thou-blind-fool-love-what-dost-thou-mine-eyes-sonnet-137,1
9,poem/depths-grass,0
10,44882/my-mothers-body,1
11,42603/fanny,0
12,poem/ode-my-hands,0
13,45358/in-the-valley-of-cauteretz,1
14,42767/i-am-an-atheist-who-says-his-prayers,0
15,51983/the-rites-for-cousin-vit,1
16,poem/dance-love,0
17,145172/the-book-of-mycah,0
18,47104/the-curator,0
0,57078/not-to-live,0
1,45171/the-book-of-phillip-sparrow,0
2,44379/the-chambered-nautilus,1
3,poem/knife,0
4,54281/imago,0
5,45483/barbara-frietchie,1
6,54329/wednesday-august-02-2006,0
7,55669/where-you-are-planted,0
8,46563/to-the-desert,0
9,poem/light-one-lamp,0
10,poem/radio-animals,0
11,54491/words-nd-ends-from-ez-ix-from-drafts-fragments-of-cantos-cx-cxvii,0
12,58625/in-the-middle-of-this-century,1
13,12842/the-harbor,1
14,52854/asking-about-you,0
15,55509/nine-key-chord,0
16,46562/ballad-of-birmingham,1
17,57523/francois-villon-on-the-condition-of-pity-in-our-time,0
18,poem/poetry-reading,1
0,45104/sonnet-110-alas-tis-true-i-have-gone-here-and-there,1
1,145487/letter-from-the-estuary,0
2,54751/goats-56d23578edc58,0
3,42434/moonflowers,0
4,54868/h,0
5,45862/the-song-of-the-wreck,1
6,poem/harriette-winslow-and-aunt-rachel-clean-collard-greens,0
7,46849/was-he-married,0
8,47594/an-arundel-tomb,1
9,55713/a-terror-is-more-certain-,0
10,poem/lunch-break,0
11,53543/eidolon-56d232eb9857d,0
12,poem/i-have-been-fortune-teller,0
13,44396/i-wake-and-feel-the-fell-of-dark-not-day,1
14,44302/ode-on-the-death-of-a-favourite-cat-drowned-in-a-tub-of-goldfishes,1
15,poem/visual-radios,0
16,44318/see-it-through,1
17,poem/indeterminacy,0
18,161135/mixed-up-sestina,0
0,52601/having-my-cards-read,0
1,46988/the-folk-who-live-in-backward-town,1
2,poem/realization,0
3,poem/thy-glass-will-show-thee-how-thy-beauties-wear-sonnet-77,1
4,43416/information-56d222285400c,0
5,57292/the-night-patrol,0
6,44731/lallegro,0
7,poem/wings-return,0
8,poem/el-poema-poem,0
9,poem/i-know-i-am-summer-your-heart-sonnet-xxvii,1
10,46072/little-elegy-56d225d86da1e,0
11,45901/the-bear-hunt,1
12,44052/divine-epigrams-on-the-baptized-ethiopian,0
13,51259/response-to-the-loyalty-oath,0
14,48903/katie-56d22a8407a25,1
15,45030/choose-56d2245cd0a71,1
16,43986/frost-at-midnight,1
17,poem/information-desk-epic-sometimes-my-break,0
18,42818/the-man-who-married-magdalene,0
19,poem/without-discussion,0
0,poem/be-contented-when-fell-arrest-sonnet-74,1
1,44680/a-dialogue-between-the-soul-and-the-body,1
2,poem/loves-labours-lost-act-v-scene-2-winter,1
3,51783/break-of-day,1
4,44486/to-one-who-has-been-long-in-city-pent,1
5,45183/the-burning-babe,1
6,48455/requiem-for-the-plantagenet-kings,0
7,45041/theme-in-yellow,1
8,49755/tomorrow-56d22c2dea8a6,0
9,47810/the-lost-pilot,1
10,46067/a-crowded-trolley-car,0
11,45079/the-hosts,1
12,45119/epipsychidion,1
13,47119/the-old-codgers-lament,0
14,44274/to-e-t,1
15,21816/a-rabbit-as-king-of-the-ghosts,1
16,53813/i-do,0
17,54285/circle-56d2347514d32,0
18,54274/moppet,0
0,poem/wetland,0
1,43703/in-honour-of-that-high-and-mighty-princess-queen-elizabeth,0
2,48857/ones-self-i-sing,1
3,55615/new-endymion-56d237610511f,0
4,52319/constantly-risking-absurdity-15,0
5,46995/a-local-doc-over-rocky-lunchtime-bourbon-speaks-of-barter-and-hopeful-home-remedies,0
6,43879/mediocrity-in-love-rejected,1
7,57349/a-lament-56d23ac7ae84a,0
8,50664/to-the-reader-56d22de9a9af4,1
9,43075/the-ballad-of-nat-turner,0
10,43106/consequences,0
11,poem/ode-spring,0
12,54650/special-treatments-ward,0
13,45328/in-memoriam-a-h-h-obiit-mdcccxxxiii-prelude,1
14,poem/key-and-string,0
15,28891/separation-56d21285b2140,1
16,49244/the-love-letters-of-helen-pitts-douglass,0
17,45538/on-the-departure-of-sir-walter-scott-from-abbotsford-for-naples,1
18,poem/ah-waving-lespedeza,0
0,153195/daedal,0
1,46813/forecast-56d226d8c4293,0
2,poem/times-editorials,0
3,43811/mary-morison,1
4,57534/poem-written-with-basho-a-photograph,0
5,44260/birches,1
6,poem/haikus,1
7,56687/time-after-time,0
8,12584/poetry,0
9,43987/the-good-great-man,1
10,57840/monarchy,0
11,43814/tam-glen,1
12,poem/weary-toil-i-haste-me-my-bed-sonnet-27,1
13,57878/unpeopled-eden,1
14,52080/self-mastery,0
15,49030/the-cab-driver-who-ripped-me-off,0
16,47005/towards-the-primeval-lightning-field,0
17,49790/kaldens-story,0
18,57041/mid-term-break,1
0,poem/gone-gone,0
1,poem/then-let-not-winters-ragged-hand-deface-sonnet-6,1
2,43999/work-without-hope,1
3,47960/the-daring-one,0
4,39602/morning-56d21d30775c0,1
5,poem/ah-wherefore-infection-should-he-live-sonnet-67,1
6,41566/rogue-russets,0
7,poem/bird-choros-ion,0
8,47880/theme-for-english-b,1
9,54076/dream-of-ink-brush-calligraphy,0
10,42903/i-love-to-do-my-homework,0
11,46812/so-graven,0
12,45470/crossing-brooklyn-ferry,1
13,51975/thin-little-leaves-of-wood-fern-ribbed-and-toothed,0
14,51292/dont-let-me-be-lonely-a-father-tells-his-son-the-thing-he-regrets-most-about-his-life,0
15,poem/brown-estate-2018-tempranillo,0
16,55232/lithium-dreams-white-sea,0
17,57517/empty-chairs,0
18,53509/handwritten-preface-to-reverse-the-book,0
0,45670/on-the-seashore,1
1,poem/fragments-abandoned-ode,0
2,46259/grain-field,0
3,151743/ghosts-homage-to-burial,0
4,49683/what-the-leaf-told-me,0
5,56425/the-one-about-the-robbers-56d238e8b1ee1,0
6,44393/duns-scotuss-oxford,1
7,poem/no-more-be-grieved-which-thou-hast-done-sonnet-35,1
8,53615/to-his-mother-whose-name-was-maria,0
9,57802/dont-let-me-be-lonely-at-the-airport-security-checkpoint,0
10,56831/to-juan-doe-234,0
11,45179/gods-judgment-on-a-wicked-bishop,1
12,54855/book-5-epigram-20-in-misum-mopsam,0
13,49564/there-are-black,0
14,48629/the-sleeper-56d22a05d79d5,1
15,poem/oh-im-dying-im-dying,0
16,43377/my-olson-elegy,0
17,50787/ode-to-big-trend,0
18,49508/you-were-you-are-elegy,0
19,poem/briefly-it-enters-and-briefly-speaks,1
0,poem/ballad-forgotten-places,0
1,54761/the-unfaithful-housewife,0
2,51766/the-predictability-of-these-rooms,0
3,44119/loves-alchemy,1
4,49736/failures-in-infinitives,0
5,54638/the-lonesome-dream,0
6,poem/how-oft-when-thou-my-music-music-playst-sonnet-128,1
7,90243/d-and-his-deer,0
8,42540/the-kid,1
9,poem/sonnet-101-ways-apt-and-new-sing-love-id-find,1
10,poem/youre-really-faithful-your-abusers-arent-you,0
11,45922/states-attorney-fallas,0
12,poem/sonnet-vii-o-solitude-if-i-must-thee-dwell,0
13,41982/elegy-on-toy-piano,1
14,poem/acon,0
15,poem/sonnet-7-soote-season-bud-and-bloom-forth-brings,1
16,45563/the-virgin,1
17,52106/fate-56d2305111f09,1
18,43435/of-modern-poetry,1
19,45243/a-ballad-upon-a-wedding,1
0,26390/decline-and-fall,0
1,51002/spring-56d22e75d65bd,1
2,57556/poem-lana-turner-has-collapsed,1
3,43110/notes-for-an-elegy-56d221cc3a3d8,0
4,46998/the-phyllis,0
5,poem/how-do-i-know-when-poem-finished,0
6,43169/dreamers,1
7,50370/in-the-valley-of-the-elwy,1
8,poem/o-me-what-eyes-hath-love-put-my-head-sonnet-148,1
9,42813/carentan-o-carentan,1
10,51893/sonnet-on-being-cautioned-against-walking-on-an-headland-overlooking-the-sea-because-it-was-frequented-by-a-lunatic,1
11,53795/pastoral-56d2336e1506c,1
12,146235/a-sestina-for-a-black-girl-who-does-not-know-how-to-braid-hair,0
13,53712/exordium-in-what-way-names,0
14,poem/jaguar-song,0
15,47268/the-age-demanded,1
16,48613/the-inheritance-56d229fe6125a,0
17,54293/monday-september-25-2006,0
18,145999/cuddly-in-camo,0
19,45584/my-galley-charged-with-forgetfulness,1
0,54566/kora-in-hell-improvisations-xiv,0
1,poem/sonnet-12-alas-so-all-things-now-do-hold-their-peace,1
2,28891/separation-56d21285b2140,1
3,52081/an-ocean-musing,0
4,46316/a-poem-beginning-with-a-line-by-pindar,0
5,53477/kef-21,0
6,poem/ode-kool-aid,1
7,43845/so-well-go-no-more-a-roving,1
8,poem/faint-shadow-morning-moon,0
9,45976/on-a-dead-child,1
10,53182/shipwreck-in-haven-part-five,0
11,55307/poems-56d236c1a2f9a,1
12,47815/poem-to-some-of-my-recent-poems,0
13,57351/sonnet-10-i-have-sought-happiness-but-it-has-been,0
14,161717/wundrkut-forever-ghazal,0
15,54719/in-between,0
16,45186/amoretti-lxvii-like-as-a-huntsman,1
17,44454/epitaph-on-elizabeth-l-h,1
18,45184/amoretti-iii-the-sovereign-beauty,1
19,poem/where-poet,0
0,poem/truth,0
1,44094/the-bait-56d2230bf176d,1
2,48184/faith-is-fine-invention-202,1
3,poem/corinthians-1311,0
4,57163/house-56d23a625db52,0
5,45746/paradise-lost-book-10-1674-version,1
6,13417/magic-56d207ad115fc,0
7,55913/army-of-occupation-56d237f01bf2b,0
8,44271/range-finding,1
9,54989/no-longer-if-well-get-cancer-but-when,0
10,47373/at-mass,1
11,55229/martial-1101,0
12,58147/blackacre,0
13,43210/exile-56d221e9ee593,0
14,58871/field-of-moving-colors-layered,0
15,poem/julius-caesar-act-i-scene-ii-why-man-he-doth-bestride-narrow-world,1
16,49591/love-of-my-flesh-living-death,1
17,poem/forecast-1,0
18,46442/the-wind-chimes,0
0,poem/teufelsdrockh-give-ghost,0
1,42869/i-am-waiting-56d22183d718a,1
2,45034/grass-56d2245e2201c,1
3,46007/the-look-56d225c39adda,0
4,54718/she-is,0
5,19551/first-book-of-odes-13-fearful-symmetry,0
6,poem/new-border-collapsing,0
7,poem/sonnet-viii,0
8,44647/sir-humphrey-gilbert,1
9,44316/on-quitting,1
10,48504/dance-piece,1
11,56316/pastorals-in-the-atrium,0
12,151483/fingers-remember,0
13,poem/blue-or-green,0
14,52378/coal-deliveryman,0
15,poem/im-not-faking-my-astonishment-honest,0
16,47978/stanzas-in-meditation-stanza-2,1
17,55947/from-beautiful-boyfriend,0
18,poem/poetry-0,0
0,145182/sitting-on-a-desk-together-at-smu-1982,0
1,52475/no-master-never,0
2,30346/the-correspondence-school-instructor-says-goodbye-to-his-poetry-students,0
3,poem/ballad-harp-weaver,0
4,43920/a-coronet-for-his-mistress-philosophy,1
5,56846/the-last-son-of-china,0
6,48097/the-homer-mitchell-place,0
7,poem/prose-poem,0
8,44486/to-one-who-has-been-long-in-city-pent,1
9,poem/thus-can-my-love-excuse-slow-offence-sonnet-51,1
10,43489/ex-basketball-player,1
11,58859/night-magic-blue-jester,0
12,poem/finis-0,1
13,52796/my-mothers-pillow,0
14,poem/elegy-kari-edwards,0
15,56924/the-fair-56d239e42bed7,0
16,37003/an-xmas-murder,0
17,43202/autumn-shade,0
18,46406/november-cotton-flower,1
0,47796/the-madness-of-emperors,0
1,poem/listening-0,1
2,poem/grace-1,1
3,poem/sonnet-131-id-sing-love-such-novel-fashion,0
4,55439/the-fall-returns,0
5,poem/mangata,0
6,49632/the-marriage-in-the-trees,0
7,poem/i-new-york,0
8,46450/before-the-birth-of-one-of-her-children,1
9,42129/sharks-teeth,0
10,45531/mutability,1
11,48326/the-gallery,0
12,42889/hope-is-the-thing-with-feathers-314,1
13,poem/ballad-cathay-williams-william-cathay,0
14,poem/im-rooting-everybody-black,0
15,poem/manila-bay,0
16,poem/xiii-return-suzhou-master-nets,0
17,49576/the-weather-is-hot-on-the-back-of-my-watch,0
18,45125/julian-and-maddalo,1
0,poem/rpt-mc-60-0027-8,0
1,43321/of-robert-frost,1
2,43773/prospice,1
3,poem/courage-my-mother-had,1
4,45154/astrophil-and-stella-7-when-nature-made-her-chief-work-stellas-eyes,1
5,poem/whoso-list-hunt-i-know-where-hind,1
6,54307/globus-hystericus,0
7,42623/karenge-ya-marenge,0
8,poem/not-marble-nor-gilded-monuments-sonnet-55,1
9,poem/sonnet-102-if-no-love-o-god-what-fele-i-so,1
10,54774/mechanism,0
11,42258/the-perfect-life,0
12,poem/ettas-elegy,0
13,55188/the-white-room,0
14,poem/mud-sermon,0
15,46462/father-son-and-holy-ghost,0
16,44031/on-receipt-of-my-mothers-picture,1
17,29929/like-rousseau,0
18,47263/the-little-orphan,1
0,poem/chilren-might-know,0
1,poem/elegy-surrounded-seven-trees,0
2,poem/still-waiting,0
3,poem/wherefore-do-not-you-mightier-way-sonnet-16,1
4,43767/memorabilia-56d22299dec53,1
5,poem/ant-glass-water,0
6,57720/testament-in-barcelona,0
7,poem/comma,0
8,poem/sonnet-winter,1
9,45127/lines-written-among-the-euganean-hills,1
10,47838/yet-dish,0
11,55687/the-song-of-wandering-aengus,1
12,55745/book-x,0
13,48800/reunion-56d22a54b63f7,0
14,poem/how-heavy-do-i-journey-way-sonnet-50,1
15,43000/lines-for-a-prologue,0
16,poem/winter-remembered,1
17,27264/small-woman-on-swallow-street,0
18,poem/waves-make-towards-pebbled-shore-sonnet-60,1
0,48323/clorinda-and-damon,0
1,43749/cleon,0
2,56236/quatrains-for-a-calling,0
3,poem/when-most-i-wink-then-do-mine-eyes-best-see-sonnet-43,1
4,50921/for-the-fighting-spirit-of-the-walnut,0
5,52694/fact-56d23160d463d,0
6,45238/be-still-the-hanging-gardens-were-a-dream,0
7,42393/the-stars-are,0
8,53770/a-london-thoroughfare-2-am,0
9,poem/and-every-after,0
10,44732/il-penseroso,1
11,43429/disillusionment-of-ten-oclock,1
12,43224/on-the-metro,0
13,56761/akechis-wife,0
14,52334/long-time-a-child-and-still-a-child-when-years,1
15,49001/ariel,0
16,56456/in-this-short-life-that-only-lasts-an-hour-1292,1
17,poem/thy-bosom-endeared-all-hearts-sonnet-31,1
18,42325/luciferin,0
19,poem/abolition-reality-georges-seurat,0
0,44094/the-bait-56d2230bf176d,0
1,57531/poem-written-with-buson-how-long-and-thin,0
2,poem/notebook-1981,1
3,54750/the-children-56d23576b20ba,0
4,poem/gitanjali-65,1
5,48257/playroom,0
6,55947/from-beautiful-boyfriend,0
7,poem/if-we-must-die,1
8,56250/sestina-like,0
9,poem/upon-grief-and-grievance-art-and-mourning-america-new-museum-new-york-2021-double-sonnet-after,0
10,48900/sonnet-they-dub-thee-idler,0
11,49912/the-well-rising,1
12,poem/ghazal-dark-times,0
13,54558/morning-of-drunkenness,1
14,53772/spring-day-56d233626c49b,0
15,54313/the-librarian,0
16,poem/insomnolence,0
17,poem/no-longer-mourn-me-when-i-am-dead-sonnet-71,1
18,poem/grief-dream,0
19,41958/the-shoes-56d22053e5807,0
0,poem/moonlight-manila-bay,0
1,poem/american-sonnet-35,0
2,poem/poem-not-be-read-your-wedding,0
3,44409/a-shropshire-lad-26-along-the-field-as-we-came-by,0
4,47115/ginger,0
5,53528/acceptable-dissociations,0
6,42842/a-wicker-basket,1
7,46348/the-miscarriage,0
8,47574/for-my-daughter,1
9,43082/the-strange-people,0
10,poem/modern-love-xxix,1
11,55092/holding-on,0
12,poem/swan-song,0
13,45101/sonnet-97-how-like-a-winter-hath-my-absence-been,1
14,46996/wade-seego-believes-soylent-green-is-people,0
15,53774/interlude-56d233635dcaf,1
16,poem/26,0
17,poem/cliffs-newport,0
18,49551/from-violence-to-peace,0
19,46009/eight-oclock,1
0,poem/living-hive,0
1,57014/at-the-repast,0
2,48212/the-rolling-english-road,1
3,47019/nothing-is-really-hard-but-to-be-real0151,0
4,56979/the-only-thing-i-imagine-luz-villa-admires-about-her-husbands-gun,0
5,44298/the-bard-a-pindaric-ode,1
6,51890/sonnet-92-behold-that-tree-in-autumns-dim-decay,1
7,poem/iliad-book-xviii-shield-achilles,0
8,52268/at-chartres,0
9,57799/citizen-some-years-there-exists-a-wanting-to-escape,1
10,poem/music-0,0
11,poem/when-forty-winters-shall-besiege-thy-brow-sonnet-2,1
12,44189/to-the-memory-of-mr-oldham,1
13,41918/why-are-your-poems-so-dark,1
14,44436/song-of-fairies-robbing-an-orchard,1
15,poem/unsolved,0
16,47015/the-dolls-56d2272e3707a,0
17,poem/painting-vs-poetry,0
18,44687/the-nymph-complaining-for-the-death-of-her-fawn,1
19,poem/sestina-altaforte,1
0,41174/road,0
1,45877/each-and-all,1
2,32308/to-d-dead-by-her-own-hand,0
3,141960/gwendolyn-as-lover,0
4,poem/lo-careful-housewife-run-catch-sonnet-143,1
5,45564/the-world-is-too-much-with-us,1
6,52998/it-is-a-living-coral,0
7,44996/goblin-market,1
8,46452/to-an-athlete-dying-young,1
9,poem/sonnet-7,0
10,48905/the-unknown-dead,1
11,57849/5-south-43rd-street-floor-2,0
12,24920/ceremony-56d20f26614dd,1
13,poem/ars-poetica-cocoons,1
14,poem/eulers-equation,0
15,54955/trophies,0
16,43995/the-pains-of-sleep,1
17,57804/dont-let-me-be-lonely-cornel-west-makes-the-point,0
18,poem/mother-2,0
19,50669/on-playwright,0
0,poem/clothes,1
1,42535/february-evening-in-new-york,1
2,45373/oenone,1
3,poem/abstract-red-square,0
4,poem/ode-asexual-libido,0
5,44151/idea-51-calling-to-mind-since-first-my-love-begun,1
6,43705/prologue-56d22283c12e1,1
7,44899/an-essay-on-man-epistle-i,1
8,poem/o-call-not-me-justify-wrong-sonnet-139,1
9,56179/proprietary,0
10,148372/infinity-ghazal-beginning-with-lice-and-never-ending-with-lies,0
11,53773/towns-in-colour,0
12,47488/the-animal-store,1
13,44275/the-tuft-of-flowers,1
14,49493/i-carry-your-heart-with-mei-carry-it-in,1
15,44036/the-task-book-ii-the-time-piece,1
16,101674/invisible-fish-swim-this-ghost-ocean,1
17,43391/the-soldier-56d2222127f9f,0
18,poem/chopin,0
19,54592/the-book-of-equality,0
0,145477/at-the-city-pound,0
1,44311/caelica-22-i-with-whose-colours-myra-dressd-her-head,1
2,47779/the-journey-56d2287ba5c2f,0
3,51869/eurydice-56d22fe6d049d,1
4,poem/elegy-dead-labrador,0
5,poem/memory-blood-soluble,0
6,57262/ypres,0
7,44028/light-shining-out-of-darkness,1
8,43882/to-ben-jonson,1
9,57339/the-pity-of-it,1
10,poem/nature,1
11,156044/aubade-tanka,0
12,58449/philip-seymour-hoffman,0
13,poem/title-not-given,0
14,39879/elegy-with-a-chimneysweep-falling-inside-it,0
15,54797/the-wound-56d23593e7bc5,0
16,14531/autumn-56d208413503b,1
17,poem/o-how-thy-worth-manners-may-i-sing-sonnet-39,1
18,51900/londons-summer-morning,1
0,41335/ode-to-a-blizzard,0
1,poem/long-exposure,0
2,45567/yarrow-visited-september-1814,1
3,46469/to--56d2265c41749,0
4,42861/in-goyas-greatest-scenes-we-seem-to-see-,0
5,45011/the-house-of-life-36-life-in-love,1
6,56284/pantoum-56d238a465475,0
7,45159/astrophil-and-stella-33-i-might-unhappy-word-o-me-i-might,1
8,57276/a-pastoral-56d23a9e7e8be,0
9,44156/idea-20-an-evil-spirit-your-beauty-haunts-me-still,1
10,poem/karma-0,0
11,45496/blizzard-56d225206b7ca,0
12,46303/religio-medici,0
13,56186/hum-for-the-bolt,0
14,45439/of-the-last-verses-in-the-book,1
15,44358/the-altar,1
16,53713/lamenta-423,0
17,poem/inspiration-point,0
18,poem/me-fair-friend-you-never-can-be-old-sonnet-104,1
0,poem/unperfect-actor-stage-sonnet-23,1
1,46569/do-not-go-gentle-into-that-good-night,0
2,50015/stand-whoso-list,1
3,47214/ancapagari,0
4,51047/napoleon,0
5,43699/contemplations,1
6,poem/st-valentine-bishop-terni-probably-beheaded-was-also-patron-saint-asthma-beekeepers-and,0
7,55628/the-mother-56d2376720a5d,0
8,poem/look-0,0
9,44456/to-john-donne,1
10,57164/phonograph-56d23a62da3ca,0
11,47962/the-panther,0
12,44880/the-cats-song,0
13,poem/derridacoleman,0
14,54568/words-to-be-broadcast-over-eagles-nest-sound-system-i-,0
15,55235/after-a-greek-proverb,0
16,42984/the-taxi,1
17,43661/holy-thursday-twas-on-a-holy-thursday-their-innocent-faces-clean,1
18,poem/wonder-wheel,0
0,44629/the-cross-of-snow,1
1,42378/edward-hopper-study-hotel-room,0
2,45172/the-tunning-of-elenor-rumming,1
3,45167/leave-me-o-love-which-reachest-but-to-dust,1
4,45236/thirteen-ways-of-looking-at-a-blackbird,1
5,56721/heredities-1-etymology,0
6,poem/julius-caesar-act-ii-scene-i-it-must-be-his-death-and-my-part,1
7,poem/aspiration,1
8,45323/the-higher-pantheism,1
9,145998/ode-to-autocorrect,0
10,43355/parsley,1
11,43989/inscription-for-a-fountain-on-a-heath,1
12,28110/the-bean-eaters,1
13,51544/the-english-in-virginia-april-1607,0
14,poem/5-7-5,0
15,poem/sonnet-substantially-words-f-rodriguez-one-position-ahead-me-unemployment-line,0
16,poem/it-would-be-water,0
17,47247/in-just,1
18,58610/center-of-the-world,0
0,52337/sonnet-to-vauxhall,0
1,poem/my-craft-or-sullen-art,1
2,poem/julius-caesar-act-iii-scene-ii-friends-romans-countrymen-lend-me-your-ears,1
3,45021/marys-girlhood-for-a-picture,1
4,44134/cities,1
5,44351/lusty-youth-should-us-ensue,1
6,54707/into-these-knots,0
7,poem/o-how-i-faint-when-i-you-do-write-sonnet-80,1
8,44190/to-the-pious-memory-of-the-accomplished-young-lady-mrs-anne-killigrew,1
9,49599/the-drowned-children,1
10,56623/escape-architecture,0
11,58579/camera-obscura,0
12,44195/the-haunted-oak,1
13,44392/carrion-comfort,1
14,poem/sonnets-cherokee-i,0
15,48932/send-forth-the-high-falcon,0
16,42985/the-blue-scarf,1
17,47254/gerontion,1
18,44477/ode-on-a-grecian-urn,1
19,poem/sea-and-skylark,1
0,12597/under-two-windows,0
1,44049/a-man-said-to-the-universe,1
2,poem/my-dead-friends,0
3,poem/macbeth-act-v-scene-v-she-should-have-died-hereafter,1
4,47247/in-just,1
5,poem/modern-love-xx,1
6,47341/what-kind-of-mistress-he-would-have,1
7,poem/late-afternoon-stroll-cliffs,0
8,43978/fragment-4-as-some-vast-tropic-tree-itself-a-wood,0
9,poem/farm-implements-and-rutabagas-landscape,1
10,47389/the-step-mother,0
11,47712/odes-15-nothing,0
12,12844/at-a-window,0
13,49884/book-of-hours,1
14,12588/middle-aged,0
15,57159/our-big-city,0
16,poem/allegorical-baraka,0
17,43610/worldly-place,1
18,45915/benjamin-pantier,1
0,49731/incandescent-war-poem-sonnet,0
1,58048/manifesto-or-ars-poetica-2,0
2,45874/ode-inscribed-to-william-h-channing,1
3,45182/the-well-of-st-keyne,1
